DATE,HDFCBANK,ICICIBANK,SBI,KOTAKBANK,NIFTY,BANKNIFTY
2018-07-20,1080.672,259.659,259.108,1331.92,11010.2,27875.9
2018-07-23,1064.578,270.712,263.913,1335.667,11084.75,28062.449
2018-07-24,1066.207,271.008,264.409,1310.892,11134.3,28320.0
2018-07-25,1071.44,271.305,269.363,1313.539,11132.0,28124.25
2018-07-26,1082.424,282.171,285.068,1309.893,11167.3,27794.4
2018-07-27,1087.139,289.629,284.127,1309.743,11278.35,28021.699
2018-07-30,1071.218,303.606,294.679,1303.899,11319.55,27826.551
2018-07-31,1075.957,300.544,290.815,1305.498,11356.5,28128.551
2018-08-01,1065.689,295.654,292.4,1311.342,11346.2,28274.25
2018-08-02,1051.619,294.913,291.211,1278.875,11244.7,28257.9
2018-08-03,1047.398,301.285,296.512,1308.145,11360.8,28027.9
2018-08-06,1043.77,311.262,305.678,1281.473,11387.1,27834.699
2018-08-07,1051.964,309.336,301.269,1282.371,11389.45,28264.199
2018-08-08,1054.655,314.818,305.876,1286.967,11450.0,28269.65
2018-08-09,1045.843,328.944,314.496,1275.928,11470.7,28224.1
2018-08-10,1043.844,324.597,301.665,1284.17,11429.5,28103.25
2018-08-13,1032.588,320.943,291.459,1285.818,11355.75,28061.75
2018-08-14,1031.329,328.401,292.202,1291.662,11435.1,27819.5
2018-08-16,1024.714,330.228,290.022,1244.111,11385.05,27430.75
2018-08-17,1025.529,335.859,299.336,1261.943,11470.75,27376.051
2018-08-20,1034.834,334.328,304.836,1273.431,11551.75,27468.699
2018-08-21,1034.76,334.723,304.192,1262.093,11570.9,27481.449
2018-08-23,1026.787,333.093,299.683,1246.409,11582.75,27201.75
2018-08-24,1021.826,327.586,297.701,1253.202,11557.1,26807.5
2018-08-27,1027.059,337.26,305.182,1273.581,11691.95,26819.199
2018-08-28,1034.168,336.268,302.557,1283.77,11738.5,27163.85
2018-08-29,1026.096,338.004,306.867,1287.266,11691.9,26820.301
2018-08-30,1019.975,341.676,305.777,1276.727,11676.8,26441.449
2018-08-31,1017.556,339.939,306.768,1285.918,11680.5,26277.35
2018-09-03,1024.393,331.555,303.547,1267.787,11582.35,25596.9
2018-09-04,1012.915,325.949,293.689,1256.298,11520.3,24970.35
2018-09-05,1009.978,327.09,293.837,1236.869,11476.95,25330.35
2018-09-06,1013.113,326.097,293.738,1259.595,11536.9,25376.301
2018-09-07,1015.457,332.497,288.982,1243.662,11589.1,25042.15
2018-09-10,1007.658,330.314,282.244,1222.084,11438.1,25119.85
2018-09-11,987.54,324.014,280.015,1205.152,11287.5,25367.0
2018-09-12,993.193,320.392,282.69,1229.127,11369.9,25069.9
2018-09-14,1001.956,325.8,287.991,1238.267,11515.2,24819.301
2018-09-17,983.492,323.17,282.69,1229.127,11377.75,24443.449
2018-09-18,982.011,316.374,271.295,1214.042,11278.9,24618.35
2018-09-19,968.263,318.457,269.016,1225.63,11234.35,24527.65
2018-09-21,972.656,314.637,268.125,1178.979,11143.1,25321.699
2018-09-24,950.663,306.352,261.932,1147.511,10967.4,24783.949
2018-09-25,963.844,308.684,268.422,1182.125,11067.45,25395.85
2018-09-26,971.644,310.668,261.436,1168.19,11053.8,25388.051
2018-09-27,975.569,304.268,262.923,1141.268,10977.55,25589.65
2018-09-28,990.33,303.177,263.071,1140.419,10930.45,25188.6
2018-10-01,1004.844,311.561,271.345,1120.839,11008.3,25085.801
2018-10-03,1002.721,301.341,269.214,1097.114,10858.25,25078.6
2018-10-04,966.485,314.042,268.868,1073.388,10599.25,24972.449
2018-10-05,970.213,304.913,255.987,1051.111,10316.45,25064.199
2018-10-08,960.191,308.436,263.319,1103.157,10348.05,24817.449
2018-10-09,958.019,303.871,260.545,1107.303,10301.05,24421.051
2018-10-10,971.126,317.366,276.101,1136.573,10460.1,24959.699
2018-10-11,956.513,309.279,259.752,1114.396,10234.65,24807.75
2018-10-12,978.383,316.919,261.337,1165.942,10472.5,25153.25
2018-10-15,991.317,310.916,260.792,1169.239,10512.5,25323.65
2018-10-16,983.764,318.16,267.827,1174.533,10584.75,25701.65
2018-10-17,974.804,312.355,258.761,1174.783,10453.05,25732.199
2018-10-19,971.422,313.0,258.711,1197.709,10303.55,25598.0
2018-10-22,986.8,324.56,257.968,1162.796,10245.25,25737.5
2018-10-23,979.864,320.342,253.311,1173.234,10146.8,25771.0
2018-10-24,983.517,319.499,253.361,1175.882,10224.75,25539.75
2018-10-25,971.94,317.465,247.267,1184.573,10124.9,25768.6
2018-10-26,968.188,313.198,245.83,1157.401,10030.0,25930.15
2018-10-29,950.959,346.686,265.449,1136.922,10250.85,26154.75
2018-10-30,944.27,343.015,270.651,1122.637,10198.4,26245.551
2018-10-31,943.776,352.243,278.826,1117.992,10386.6,26300.699
2018-11-01,943.999,350.953,283.285,1108.402,10380.45,26113.35
2018-11-02,962.388,351.697,282.74,1132.027,10553.0,26262.051
2018-11-05,965.621,346.934,292.252,1128.281,10524.0,25999.449
2018-11-06,960.956,350.358,283.83,1124.135,10530.0,26365.6
2018-11-07,966.584,353.136,283.929,1133.126,10598.4,26443.1
2018-11-09,960.388,354.078,280.659,1134.375,10585.2,26457.949
2018-11-12,948.368,349.613,275.407,1152.506,10482.2,26939.6
2018-11-13,951.675,358.097,275.506,1164.693,10582.5,26862.949
2018-11-14,966.485,363.753,281.006,1128.731,10576.3,26857.551
2018-11-15,975.075,367.126,282.789,1161.047,10616.7,26693.801
2018-11-16,989.466,364.695,288.239,1167.391,10682.2,26519.6
2018-11-19,994.205,359.585,285.514,1174.034,10763.4,26198.301
2018-11-20,993.489,355.12,280.857,1168.739,10656.2,26594.301
2018-11-21,996.599,353.979,284.424,1175.482,10600.05,26102.65
2018-11-22,990.058,349.316,280.114,1169.389,10526.75,26163.4
2018-11-26,1011.928,353.582,283.78,1169.339,10628.6,26643.85
2018-11-27,1018.938,351.896,286.753,1172.336,10685.6,26816.35
2018-11-28,1031.403,356.212,281.947,1159.049,10728.85,26826.0
2018-11-29,1052.039,359.387,283.78,1211.695,10858.7,27015.801
2018-11-30,1050.755,352.392,282.046,1232.673,10876.75,27174.699
2018-12-03,1043.276,352.739,284.176,1224.831,10883.75,27298.4
2018-12-04,1029.577,355.17,279.965,1224.032,10869.5,27275.1
2018-12-05,1036.315,348.671,277.587,1210.246,10782.9,26869.65
2018-12-06,1035.254,344.95,273.128,1179.029,10601.15,26714.75
2018-12-07,1040.462,349.465,272.881,1278.326,10693.7,26986.801
2018-12-10,1031.156,343.66,271.692,1197.11,10488.45,26878.551
2018-12-11,1016.741,340.138,278.677,1217.439,10549.15,27125.25
2018-12-12,1029.453,347.232,282.641,1235.87,10737.6,27160.199
2018-12-14,1034.587,349.167,286.554,1254.65,10805.45,27174.699
2018-12-17,1051.619,355.666,286.852,1221.185,10888.35,26959.85
2018-12-18,1054.211,359.436,290.072,1235.82,10908.7,27195.0
2018-12-19,1048.287,363.653,297.949,1224.382,10967.3,27304.551
2018-12-20,1055.198,359.337,291.36,1235.021,10951.7,27509.5
2018-12-21,1042.214,351.449,289.23,1225.93,10754.0,27720.4
2018-12-24,1027.158,350.01,290.369,1237.218,10663.5,27528.551
2018-12-26,1047.744,353.086,291.459,1246.858,10729.85,27453.9
2018-12-27,1039.203,352.888,289.477,1238.967,10779.8,27248.25
2018-12-28,1048.015,357.948,292.103,1240.065,10859.9,27400.75
2018-12-31,1047.423,357.353,293.193,1255.2,10862.55,27483.699
2019-01-02,1050.78,361.768,291.211,1239.316,10792.5,27456.699
2019-01-03,1042.535,360.429,288.437,1233.972,10672.25,27533.6
2019-01-04,1045.325,362.364,294.927,1246.659,10727.35,27482.25
2019-01-07,1046.904,364.844,293.589,1245.31,10771.8,27250.75
2019-01-08,1038.191,377.197,302.507,1227.628,10802.15,27266.4
2019-01-09,1045.004,379.281,302.507,1236.969,10855.15,27115.301
2019-01-10,1040.906,376.553,302.755,1218.288,10821.6,26653.051
2019-01-11,1042.585,375.61,299.98,1221.934,10794.95,26573.4
2019-01-14,1037.525,370.45,297.652,1210.496,10737.6,26825.5
2019-01-15,1047.521,369.855,298.89,1212.144,10886.8,27295.449
2019-01-16,1046.682,372.385,300.377,1201.505,10890.3,27085.949
2019-01-17,1052.656,371.691,294.679,1218.688,10905.2,27186.6
2019-01-18,1051.644,369.111,292.252,1238.917,10906.95,27271.699
2019-01-21,1060.48,368.813,289.775,1266.288,10961.85,27402.35
2019-01-22,1054.408,366.184,287.595,1290.413,10922.75,27387.15
2019-01-23,1039.376,364.546,284.028,1275.179,10831.5,27294.4
2019-01-24,1037.821,361.967,285.415,1266.438,10849.8,27227.801
2019-01-25,1034.735,354.426,282.789,1264.84,10780.55,27010.75
2019-01-28,1028.885,340.882,279.024,1259.146,10661.55,26970.6
2019-01-29,1015.778,344.156,278.033,1250.105,10652.2,26794.25
2019-01-30,1004.473,363.058,284.82,1220.935,10651.8,26654.25
2019-01-31,1026.812,361.619,290.964,1254.451,10830.95,26684.85
2019-02-01,1031.995,351.896,281.798,1254.401,10893.65,26955.5
2019-02-04,1039.129,351.796,281.352,1270.883,10912.25,27052.4
2019-02-05,1043.646,349.911,282.046,1277.826,10934.35,26867.551
2019-02-06,1047.892,356.509,286.406,1278.176,11062.45,27159.25
2019-02-07,1045.226,355.864,284.771,1283.221,11069.4,26952.949
2019-02-08,1047.892,352.342,283.384,1298.055,10943.6,26799.301
2019-02-11,1056.284,347.331,277.934,1300.203,10888.8,26789.9
2019-02-12,1051.372,341.626,272.881,1297.306,10831.4,27043.9
2019-02-14,1041.745,341.279,264.657,1285.469,10746.05,27554.051
2019-02-15,1037.031,339.493,260.545,1282.322,10724.4,27625.65
2019-02-18,1031.724,336.119,257.572,1275.729,10640.95,27764.6
2019-02-19,1028.836,340.584,260.495,1279.125,10604.35,27761.801
2019-02-20,1040.832,342.519,265.251,1288.415,10735.45,27966.65
2019-02-21,1044.559,348.572,265.548,1287.816,10789.85,28443.699
2019-02-22,1032.489,349.316,268.471,1236.619,10791.65,28884.301
2019-02-25,1049.249,352.838,267.679,1239.666,10880.1,28923.1
2019-02-26,1041.968,345.496,263.913,1234.871,10835.3,29381.449
2019-02-27,1032.884,342.866,265.202,1214.891,10806.65,29596.1
2019-02-28,1025.627,347.43,266.589,1211.845,10792.5,29767.85
2019-03-01,1028.49,351.499,270.453,1224.681,10863.5,29832.199
2019-03-05,1040.215,360.429,273.921,1239.166,10987.45,29582.5
2019-03-06,1038.808,369.061,275.556,1240.016,11053.0,29281.199
2019-03-07,1049.792,367.92,279.173,1235.92,11058.2,29882.15
2019-03-08,1050.631,367.722,278.628,1237.618,11035.4,30019.801
2019-03-11,1050.755,372.931,284.721,1248.257,11168.05,30420.551
2019-03-12,1071.761,385.185,284.275,1262.043,11301.2,30326.5
2019-03-13,1099.184,388.856,290.468,1259.945,11341.7,30354.25
2019-03-14,1098.296,384.887,289.23,1267.637,11343.25,30093.301
2019-03-15,1112.242,392.23,295.67,1323.779,11426.85,29904.9
2019-03-18,1116.413,394.958,296.215,1342.26,11462.2,30084.65
2019-03-19,1119.524,395.306,300.278,1346.355,11532.4,29845.301
2019-03-20,1134.951,389.848,301.021,1350.201,11521.05,30113.85
2019-03-22,1123.67,388.757,295.323,1334.867,11456.9,29803.5
2019-03-25,1126.213,380.521,291.31,1307.296,11354.25,29786.1
2019-03-26,1141.048,391.039,300.724,1341.56,11483.25,29938.551
2019-03-27,1135.173,390.146,305.975,1331.471,11445.05,30104.25
2019-03-28,1136.827,397.439,316.082,1339.363,11570.0,30531.35
2019-04-01,1141.27,395.157,319.797,1338.014,11669.15,30223.4
2019-04-02,1132.902,394.065,325.99,1338.064,11713.2,29687.949
2019-04-03,1131.865,389.055,317.568,1332.819,11643.95,29479.699
2019-04-04,1127.521,385.731,318.856,1321.531,11598.0,29860.801
2019-04-05,1138.209,387.517,314.15,1334.568,11665.95,29561.35
2019-04-08,1130.211,384.094,309.938,1341.86,11604.5,30013.5
2019-04-09,1129.15,394.065,311.871,1340.062,11671.95,29764.801
2019-04-10,1104.516,391.138,308.056,1348.503,11584.3,29708.6
2019-04-11,1114.463,387.021,312.019,1341.81,11596.7,29954.15
2019-04-12,1118.289,391.535,312.366,1342.06,11643.45,29618.449
2019-04-15,1129.915,389.7,312.713,1372.428,11690.35,29288.199
2019-04-16,1137.938,403.839,312.862,1384.965,11787.15,28994.4
2019-04-18,1132.309,401.259,307.957,1368.233,11752.8,28884.6
2019-04-22,1119.992,391.436,307.214,1355.296,11594.45,29040.5
2019-04-23,1108.441,393.42,302.458,1353.947,11575.95,28659.949
2019-04-24,1125.448,397.985,307.907,1365.336,11726.15,28829.199
2019-04-25,1117.401,392.329,303.399,1358.992,11641.8,28616.449
2019-04-26,1126.04,404.037,309.641,1377.823,11754.65,28855.301
2019-04-30,1144.059,404.335,307.115,1385.115,11748.15,29450.15
2019-05-02,1162.991,392.478,305.331,1404.895,11724.75,30759.699
2019-05-03,1168.989,398.679,307.164,1416.333,11712.25,30308.4
2019-05-06,1149.489,398.183,305.926,1408.941,11598.25,30526.801
2019-05-07,1146.478,383.498,302.656,1406.693,11497.9,30409.1
2019-05-08,1139.024,379.232,295.522,1400.749,11359.45,31212.551
2019-05-09,1130.952,378.438,296.562,1384.066,11301.8,31647.65
2019-05-10,1133.716,382.109,305.232,1396.703,11278.9,31597.9
2019-05-13,1129.125,373.377,304.092,1387.912,11148.2,31295.551
2019-05-14,1129.471,377.446,311.772,1381.519,11222.05,31537.1
2019-05-15,1128.878,374.122,309.245,1394.356,11157.0,31375.4
2019-05-16,1140.702,379.529,312.862,1411.688,11257.1,31653.65
2019-05-17,1166.101,386.673,316.329,1458.489,11407.15,31589.051
2019-05-20,1200.782,404.534,341.547,1500.995,11828.25,30857.4
2019-05-21,1186.638,397.042,334.462,1486.36,11709.1,31066.551
2019-05-22,1187.65,402.202,337.98,1493.703,11737.9,31034.0
2019-05-23,1151.291,407.659,339.07,1498.198,11657.05,31265.449
2019-05-24,1171.655,428.397,352.099,1510.136,11844.1,30965.699
2019-05-27,1188.934,432.118,358.391,1527.817,11924.75,30976.1
2019-05-28,1192.809,430.927,356.756,1509.436,11928.75,30614.35
2019-05-29,1193.155,420.012,345.461,1512.333,11861.1,30273.25
2019-05-30,1204.336,422.89,350.316,1533.761,11945.9,30351.0
2019-05-31,1197.326,420.409,349.275,1520.575,11922.8,30362.1
2019-06-03,1213.0,419.615,352.198,1529.665,12088.55,30781.1
2019-06-04,1210.63,415.845,349.176,1529.765,12021.65,30628.35
2019-06-06,1196.339,408.354,333.818,1512.683,11843.75,30602.051
2019-06-07,1208.335,413.364,338.921,1510.236,11870.65,30847.051
2019-06-10,1204.657,412.868,341.15,1501.045,11922.7,31162.35
2019-06-11,1208.705,418.077,343.925,1506.14,11965.6,31269.5
2019-06-12,1198.165,414.753,340.853,1481.965,11906.2,31105.199
2019-06-13,1206.879,416.341,343.33,1502.444,11914.05,31372.199
2019-06-14,1202.139,414.505,340.655,1472.325,11823.3,31283.301
2019-06-17,1195.672,410.983,334.759,1458.839,11672.15,31382.301
2019-06-18,1193.327,418.871,336.939,1460.337,11691.5,31471.85
2019-06-19,1198.807,416.54,335.75,1496.25,11691.45,31475.801
2019-06-20,1205.265,430.034,341.993,1516.779,11831.75,30603.85
2019-06-21,1199.229,427.454,346.204,1488.258,11724.1,30569.15
2019-06-24,1201.092,426.115,349.969,1469.078,11699.65,30522.1
2019-06-25,1206.432,430.282,353.288,1482.365,11796.45,30716.551
2019-06-26,1225.904,435.243,354.874,1489.057,11847.55,30601.449
2019-06-27,1223.122,437.525,358.837,1480.067,11841.55,30445.949
2019-06-28,1213.908,433.705,357.945,1475.571,11788.85,30570.801
2019-07-01,1234.672,435.59,358.242,1479.667,11865.6,30735.5
2019-07-02,1239.366,433.358,361.166,1469.977,11910.3,30430.6
2019-07-03,1236.708,432.564,362.8,1473.474,11916.75,29770.35
2019-07-04,1233.802,432.812,364.039,1496.25,11946.75,29284.949
2019-07-05,1228.139,432.961,367.259,1515.63,11811.15,29128.1
2019-07-08,1196.944,422.592,352.05,1473.773,11558.6,28952.25
2019-07-09,1181.819,425.172,356.211,1461.336,11555.9,29043.051
2019-07-10,1186.587,427.553,350.96,1474.323,11498.9,29325.301
2019-07-11,1195.727,423.237,359.877,1483.413,11582.9,29295.9
2019-07-12,1189.145,423.733,360.274,1482.914,11552.5,28791.6
2019-07-15,1189.568,419.02,356.756,1507.351,11588.35,28876.0
2019-07-16,1187.804,421.302,361.017,1500.705,11662.6,28367.25
2019-07-17,1190.909,421.401,368.993,1533.838,11687.5,28204.949
2019-07-18,1198.087,415.398,360.323,1537.487,11596.9,27648.051
2019-07-19,1180.08,407.113,352.743,1498.156,11419.25,28022.1
2019-07-22,1141.135,409.302,347.64,1453.578,11346.2,27702.051
2019-07-23,1124.37,410.747,339.07,1493.259,11331.05,28110.449
2019-07-24,1133.014,407.307,336.493,1496.457,11271.3,28431.9
2019-07-25,1135.572,407.806,338.178,1484.313,11252.15,27729.1
2019-07-26,1131.226,414.536,339.466,1511.1,11284.3,28019.199
2019-07-29,1114.833,428.097,340.655,1501.754,11189.2,28217.0
2019-07-30,1118.782,424.108,324.554,1497.956,11085.4,28186.1
2019-07-31,1118.484,423.36,329.161,1518.796,11118.0,27982.449
2019-08-01,1106.113,415.832,314.249,1495.058,10980.0,27719.051
2019-08-02,1102.404,409.401,305.628,1506.852,10997.35,27034.199
2019-08-05,1084.929,401.474,297.503,1459.375,10862.6,26958.65
2019-08-06,1089.833,409.052,298.643,1484.563,10948.25,27951.35
2019-08-07,1087.294,407.208,287.248,1475.567,10855.5,28126.15
2019-08-08,1111.763,413.19,291.657,1502.004,11032.45,27804.301
2019-08-09,1136.083,418.923,288.685,1531.34,11109.65,27305.199
2019-08-13,1105.391,409.052,280.758,1510.65,10925.85,27427.85
2019-08-14,1109.921,416.082,287.099,1491.06,11029.4,26824.15
2019-08-16,1109.05,417.727,288.239,1498.206,11047.8,27123.85
2019-08-19,1098.67,422.164,284.226,1495.607,11053.9,26919.699
2019-08-20,1105.515,415.683,281.105,1504.353,11017.0,27247.9
2019-08-21,1108.129,410.847,274.862,1505.003,10918.7,27504.65
2019-08-22,1082.366,397.935,266.093,1477.516,10741.35,27776.199
2019-08-23,1076.69,394.246,268.62,1469.47,10829.35,27818.5
2019-08-26,1123.214,410.448,277.637,1512.049,11057.85,28098.75
2019-08-27,1125.105,417.378,283.086,1500.805,11105.35,27855.0
2019-08-28,1118.907,411.744,282.294,1482.914,11046.1,27131.75
2019-08-29,1108.677,403.219,271.989,1450.13,10948.3,27172.65
2019-08-30,1109.174,408.454,271.345,1430.74,11023.25,26757.65
2019-09-03,1100.711,391.005,265.945,1413.598,10797.9,28981.551
2019-09-04,1119.032,396.34,272.583,1425.742,10844.65,30566.199
2019-09-05,1112.759,387.864,270.8,1409.45,10847.9,30183.1
2019-09-06,1118.111,390.207,271.444,1440.835,10946.2,29586.051
2019-09-09,1119.953,394.296,275.457,1470.57,11003.05,30002.6
2019-09-11,1120.799,393.448,282.641,1474.468,11035.7,29876.65
2019-09-12,1130.532,401.524,284.424,1456.827,10982.8,29103.15
2019-09-13,1123.861,412.193,289.032,1483.513,11075.9,28725.5
2019-09-16,1117.24,410.947,282.096,1474.218,11003.5,28414.1
2019-09-17,1100.91,399.48,271.444,1447.581,10817.6,27731.85
2019-09-18,1089.161,398.184,277.835,1464.023,10840.65,27767.551
2019-09-19,1096.305,385.471,271.543,1451.879,10704.8,28785.85
2019-09-20,1194.43,416.281,298.94,1538.086,11274.2,28013.449
2019-09-23,1251.832,444.997,310.88,1639.786,11600.2,28042.5
2019-09-24,1248.397,439.613,299.832,1617.297,11588.2,28181.949
2019-09-25,1234.358,432.932,277.686,1600.805,11440.2,28555.1
2019-09-26,1237.146,450.631,279.272,1626.042,11571.2,28538.801
2019-09-27,1238.838,447.889,278.628,1642.684,11512.4,28989.449
2019-09-30,1222.16,432.434,268.323,1643.634,11474.45,29120.25
2019-10-01,1243.419,423.36,253.609,1647.382,11359.9,29411.15
2019-10-03,1218.277,426.052,251.825,1614.948,11314.0,29459.6
2019-10-04,1184.573,412.692,247.663,1562.374,11174.75,29107.949
2019-10-07,1181.785,414.885,246.821,1554.878,11126.4,29395.949
2019-10-10,1195.376,422.463,251.825,1584.013,11234.55,29873.051
2019-10-11,1193.634,427.299,252.221,1586.962,11305.05,29987.5
2019-10-14,1199.21,427.598,253.113,1584.713,11341.15,30066.25
2019-10-15,1217.78,430.589,256.086,1614.798,11428.3,30330.551
2019-10-16,1215.838,434.029,253.708,1604.753,11464.0,30333.1
2019-10-17,1214.743,439.314,263.022,1603.754,11586.35,30219.85
2019-10-18,1223.704,436.522,267.183,1614.448,11661.85,30609.6
2019-10-22,1233.959,449.833,268.025,1628.042,11588.35,30633.15
2019-10-23,1236.25,453.771,272.93,1612.849,11604.1,30749.4
2019-10-24,1230.773,453.422,260.099,1612.399,11582.6,31115.551
2019-10-25,1223.704,467.73,278.974,1587.812,11583.9,30541.551
2019-10-29,1237.146,476.006,278.083,1574.768,11786.85,31008.4
2019-10-30,1242.97,469.774,287.248,1578.116,11844.1,30992.1
2019-10-31,1225.048,461.698,309.542,1573.719,11877.45,31236.25
2019-11-01,1234.706,460.9,310.682,1579.116,11890.6,31353.85
2019-11-04,1231.52,469.126,311.425,1570.27,11941.3,31349.949
2019-11-05,1234.159,466.983,316.28,1553.129,11917.2,31111.6
2019-11-06,1251.235,479.297,314.645,1570.27,11966.05,31555.9
2019-11-07,1258.254,477.153,315.24,1583.214,12012.05,31718.35
2019-11-08,1250.189,488.021,313.109,1599.456,11908.15,31875.949
2019-11-11,1259.3,495.35,315.339,1616.098,11913.45,32122.949
2019-11-13,1252.131,484.332,303.993,1605.003,11840.45,31946.1
2019-11-14,1268.41,497.194,303.201,1596.807,11872.1,31871.449
2019-11-15,1272.393,498.391,318.955,1621.945,11895.45,31613.35
2019-11-18,1256.611,496.895,322.126,1626.392,11884.5,31979.301
2019-11-19,1266.419,492.059,327.377,1622.994,11940.1,31712.949
2019-11-20,1267.863,493.555,325.792,1598.656,11999.1,31341.551
2019-11-21,1277.82,496.795,328.319,1594.458,11968.4,31316.65
2019-11-22,1259.3,495.35,326.288,1568.321,11914.4,31160.35
2019-11-25,1265.622,496.347,333.025,1602.854,12073.75,31256.75
2019-11-26,1269.555,509.209,332.431,1603.604,12037.7,31665.449
2019-11-27,1272.891,504.024,340.407,1617.097,12100.7,32014.25
2019-11-28,1259.847,517.634,346.105,1614.198,12151.15,31974.199
2019-11-29,1269.456,511.103,338.723,1614.398,12056.05,32140.25
2019-12-02,1260.295,509.408,335.403,1632.189,12048.2,32244.25
2019-12-03,1249.99,507.863,333.174,1645.933,11994.2,32241.449
2019-12-04,1246.256,527.705,338.723,1650.43,12043.2,32384.949
2019-12-05,1240.232,526.558,333.124,1648.481,12018.4,32339.449
2019-12-06,1240.68,523.268,317.073,1673.469,11921.5,32280.75
2019-12-09,1237.594,524.963,313.803,1658.427,11937.5,31997.699
2019-12-10,1244.115,527.156,310.533,1661.575,11856.8,32412.35
2019-12-11,1243.369,531.992,309.938,1685.713,11910.15,32354.9
2019-12-12,1258.155,533.787,318.906,1714.749,11971.8,32161.65
2019-12-16,1251.932,537.676,328.814,1703.104,12053.95,32443.85
2019-12-17,1265.622,539.57,329.855,1712.45,12165.0,32069.25
2019-12-18,1286.781,539.819,323.959,1723.494,12221.65,31237.15
2019-12-19,1283.246,538.623,325.148,1728.642,12259.7,31399.4
2019-12-20,1291.112,544.506,334.759,1691.86,12271.8,31373.65
2019-12-23,1296.787,539.72,329.359,1704.054,12262.75,32092.4
2019-12-24,1283.595,539.52,328.418,1710.701,12214.55,32097.4
2019-12-26,1264.975,537.177,326.833,1693.409,12126.55,32177.65
2019-12-27,1269.506,547.796,334.165,1684.763,12245.8,32071.65
2019-12-30,1276.625,542.362,331.341,1689.561,12255.85,31824.9
2019-12-31,1266.618,537.327,330.697,1683.514,12168.45,31853.9
2020-01-01,1273.09,535.183,331.39,1673.219,12182.5,31590.65
2020-01-02,1281.205,539.022,336.196,1670.72,12282.2,31080.65
2020-01-03,1262.934,537.277,330.647,1656.277,12226.65,30947.551
2020-01-06,1235.602,524.165,316.082,1651.73,11993.05,30701.449
2020-01-07,1255.168,521.373,315.487,1670.021,12052.95,31004.051
2020-01-08,1251.882,524.414,316.874,1654.029,12025.35,31241.75
2020-01-09,1265.921,544.705,327.179,1664.224,12215.9,30837.4
2020-01-10,1277.172,538.673,329.211,1683.864,12256.8,30761.4
2020-01-13,1280.458,537.028,327.724,1690.261,12329.55,30877.0
2020-01-14,1283.943,536.03,324.999,1675.968,12362.3,30647.4
2020-01-15,1278.716,534.036,321.284,1674.768,12343.3,30833.6
2020-01-16,1282.101,535.582,320.342,1700.706,12355.5,30023.25
2020-01-17,1272.642,530.497,315.091,1697.257,12352.35,30686.699
2020-01-20,1249.492,533.289,311.128,1617.097,12224.55,31001.949
2020-01-21,1238.988,529.5,310.83,1624.293,12169.85,31304.051
2020-01-22,1235.503,521.324,313.258,1584.713,12106.9,31201.949
2020-01-23,1239.485,526.159,320.243,1605.053,12180.35,31058.15
2020-01-24,1239.187,532.291,321.086,1642.135,12248.25,31300.6
2020-01-27,1207.972,535.682,313.307,1617.547,12119.0,31492.9
2020-01-28,1217.929,526.658,312.217,1625.243,12055.8,31230.25
2020-01-29,1230.524,525.063,313.555,1639.636,12129.5,30834.801
2020-01-30,1220.767,530.646,307.858,1627.442,12035.8,30680.699
2020-01-31,1221.016,524.115,315.537,1690.91,11962.1,30562.5
2020-02-03,1187.66,514.045,295.373,1675.418,11707.9,30838.199
2020-02-04,1224.5,529.25,303.448,1697.457,11979.65,30942.85
2020-02-05,1239.286,537.526,308.155,1688.911,12089.15,30455.1
2020-02-06,1234.457,540.019,319.005,1673.169,12137.95,30432.699
2020-02-07,1236.847,534.884,317.618,1652.23,12098.35,30306.85
2020-02-10,1234.955,532.391,315.586,1668.472,12031.5,30187.0
2020-02-11,1235.254,538.174,321.383,1676.617,12107.9,29147.15
2020-02-12,1243.618,547.696,317.271,1714.049,12201.2,28868.4
2020-02-13,1236.05,539.421,324.454,1688.961,12174.65,29177.051
2020-02-14,1214.095,544.207,316.478,1680.116,12113.45,28653.699
2020-02-17,1211.905,540.019,311.326,1690.261,12045.8,28815.35
2020-02-18,1208.022,539.62,314.645,1690.161,11992.5,27801.449
2020-02-19,1221.911,543.209,317.419,1700.256,12125.9,26462.6
2020-02-20,1211.855,545.403,324.653,1685.113,12080.85,26487.801
2020-02-24,1204.736,528.303,319.996,1677.417,11829.4,23971.15
2020-02-25,1195.128,529.4,323.81,1674.968,11797.9,25166.449
2020-02-26,1194.082,522.171,325.198,1665.673,11678.5,23101.15
2020-02-27,1194.281,513.845,319.005,1681.915,11633.3,22155.15
2020-02-28,1172.575,495.798,300.228,1619.546,11201.75,20580.199
2020-03-02,1174.517,504.622,284.771,1598.206,11132.75,20083.5
2020-03-03,1176.707,513.247,287.198,1625.493,11303.3,20317.6
2020-03-04,1143.899,506.866,282.69,1607.152,11251.0,16917.65
2020-03-05,1146.388,503.027,285.861,1650.53,11269.0,17107.301
2020-03-06,1130.009,484.93,268.025,1630.24,10989.45,18481.051
2020-03-09,1102.528,456.414,251.131,1577.367,10451.45,19613.9
2020-03-11,1109.0,464.291,242.858,1588.511,10458.4,19969.0
2020-03-12,1016.899,424.407,210.655,1464.323,9590.15,18782.4
2020-03-13,1065.19,445.894,239.786,1469.32,9955.2,19144.0
2020-03-16,995.193,401.724,221.307,1383.013,9197.4,18208.35
2020-03-17,970.898,366.178,213.182,1322.043,8967.05,17249.301
2020-03-18,873.121,354.013,213.231,1171.368,8468.8,19062.5
